NHL_player_ID, player,season,timeOnIce,ot,shutouts,wins,ties,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,savePercentage,goalAgainstAverage,games,gamesStarted,shotsAgainst,goalsAgainst,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage
8449821,Bill Beveridge,19421943,1020:00,NA,1,4,3,10,NA,NA,NA,NA,NA,NA,NA,NA,5.2353,17,17,NA,89,NA,NA,NA,
8449823,Paul Bibeault,19401941,210:00,NA,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,4.2857,4,3,NA,15,NA,NA,NA,
8449823,Paul Bibeault,19411942,2380:00,NA,1,17,2,19,NA,NA,NA,NA,NA,NA,NA,NA,3.3025,38,38,NA,131,NA,NA,NA,
8449823,Paul Bibeault,19421943,3010:00,NA,1,19,12,19,NA,NA,NA,NA,NA,NA,NA,NA,3.8073,50,50,NA,191,NA,NA,NA,
8449823,Paul Bibeault,19431944,1740:00,NA,5,13,2,14,NA,NA,NA,NA,NA,NA,NA,NA,3.0,29,29,NA,87,NA,NA,NA,
8449823,Paul Bibeault,19441945,1530:00,NA,0,6,2,18,NA,NA,NA,NA,NA,NA,NA,NA,4.5098,27,26,NA,115,NA,NA,NA,
8449823,Paul Bibeault,19451946,960:00,NA,2,8,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2.8125,16,16,NA,45,NA,NA,NA,
8449823,Paul Bibeault,19451946,600:00,NA,0,4,0,6,NA,NA,NA,NA,NA,NA,NA,NA,3.0,10,10,NA,30,NA,NA,NA,
8449823,Paul Bibeault,19461947,2460:00,NA,1,13,3,25,NA,NA,NA,NA,NA,NA,NA,NA,4.1463,41,41,NA,170,NA,NA,NA,
8449824,Andre Binette,19541955,60:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4.0,1,1,NA,4,NA,NA,NA,
8449825,Les Binkley,19671968,3139:01,NA,6,20,10,24,1435,0,0,0,NA,NA,NA,0.905363,2.8671,54,54,1585,150,NA,NA,NA,
8449825,Les Binkley,19681969,2878:34,NA,0,10,8,31,1451,0,0,0,NA,NA,NA,0.901802,3.2933,50,48,1609,158,NA,NA,NA,
8449825,Les Binkley,19691970,1475:51,NA,3,10,1,13,613,0,0,0,NA,NA,NA,0.885838,3.2117,27,25,692,79,NA,NA,NA,
8449825,Les Binkley,19701971,1866:10,NA,2,11,10,11,801,0,0,0,NA,NA,NA,0.9,2.8615,34,33,890,89,NA,NA,NA,
8449825,Les Binkley,19711972,1666:59,NA,0,7,5,15,738,0,0,0,NA,NA,NA,0.882775,3.5273,31,25,836,98,NA,NA,NA,
8449828,Richard Bittner,19491950,60:00,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,1,1,NA,3,NA,NA,NA,
8449832,Gilles Boisvert,19591960,180:00,NA,0,0,0,3,73,0,0,0,NA,NA,NA,0.890244,3.0,3,3,82,9,NA,NA,NA,
8449833,Claude Bourque,19381939,1560:00,NA,2,9,4,12,NA,NA,NA,NA,NA,NA,NA,NA,2.6538,25,25,NA,69,NA,NA,NA,
8449833,Claude Bourque,19391940,1910:00,NA,2,8,3,20,NA,NA,NA,NA,NA,NA,NA,NA,2.9529,31,36,NA,94,NA,NA,NA,
8449833,Claude Bourque,19391940,60:00,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3.0,1,1,NA,3,NA,NA,NA,
8449833,Claude Bourque,19391940,300:00,NA,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,5.2,5,36,NA,26,NA,NA,NA,
8449834,Lionel Bouvrette,19421943,60:00,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,6.0,1,1,NA,6,NA,NA,NA,
8449835,Johnny Bower,19531954,4200:00,NA,5,29,10,31,NA,NA,NA,NA,NA,NA,NA,NA,2.5429,70,70,NA,178,NA,NA,NA,
8449835,Johnny Bower,19541955,300:00,NA,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2.6,5,5,NA,13,NA,NA,NA,
8449835,Johnny Bower,19561957,119:36,NA,0,0,0,2,45,0,0,0,NA,NA,NA,0.882353,3.01,2,2,51,6,NA,NA,NA,
8449835,Johnny Bower,19581959,2339:05,NA,3,15,7,17,1128,0,0,0,NA,NA,NA,0.9141,2.719,39,39,1234,106,NA,NA,NA,
8449835,Johnny Bower,19591960,3954:00,NA,5,34,8,24,2007,0,0,0,NA,NA,NA,0.918956,2.6859,66,66,2184,177,NA,NA,NA,
8449835,Johnny Bower,19601961,3480:00,NA,2,33,10,15,1725,0,0,0,NA,NA,NA,0.92246,2.5,58,58,1870,145,NA,NA,NA,
8449835,Johnny Bower,19611962,3540:00,NA,2,31,10,18,1675,0,0,0,NA,NA,NA,0.917306,2.5593,59,59,1826,151,NA,NA,NA,
8449835,Johnny Bower,19621963,2519:33,NA,1,20,7,15,1130,0,0,0,NA,NA,NA,0.912026,2.5957,42,42,1239,109,NA,NA,NA,
8449835,Johnny Bower,19631964,3007:41,NA,5,24,11,15,1451,0,0,0,NA,NA,NA,0.93192,2.1146,51,51,1557,106,NA,NA,NA,
8449835,Johnny Bower,19641965,2039:01,NA,3,14,7,13,986,0,0,0,NA,NA,NA,0.924086,2.3835,34,34,1067,81,NA,NA,NA,
8449835,Johnny Bower,19651966,1995:11,NA,3,18,5,10,997,0,0,0,NA,NA,NA,0.930037,2.2554,35,34,1072,75,NA,NA,NA,
8449835,Johnny Bower,19661967,1427:24,NA,2,11,3,8,776,0,0,0,NA,NA,NA,0.924911,2.6482,27,24,839,63,NA,NA,NA,
8449835,Johnny Bower,19671968,2229:46,NA,4,13,8,17,1191,0,0,0,NA,NA,NA,0.934118,2.2603,43,40,1275,84,NA,NA,NA,
8449835,Johnny Bower,19681969,776:58,NA,2,6,3,4,369,0,0,0,NA,NA,NA,0.908867,2.8573,20,12,406,37,NA,NA,NA,
8449835,Johnny Bower,19691970,60:00,NA,0,0,0,1,33,0,0,0,NA,NA,NA,0.868421,5.0,1,1,38,5,NA,NA,NA,
8449836,Frank Brimsek,19381939,2620:00,NA,10,33,1,9,NA,NA,NA,NA,NA,NA,NA,NA,1.5572,43,43,NA,68,NA,NA,NA,
8449836,Frank Brimsek,19391940,2949:40,NA,6,31,5,12,NA,NA,NA,NA,NA,NA,NA,NA,1.9731,48,48,NA,97,NA,NA,NA,
8449836,Frank Brimsek,19401941,3040:00,NA,6,27,13,8,NA,NA,NA,NA,NA,NA,NA,NA,2.0132,48,48,NA,102,NA,NA,NA,
8449836,Frank Brimsek,19411942,2940:00,NA,3,24,6,17,NA,NA,NA,NA,NA,NA,NA,NA,2.3469,47,47,NA,115,NA,NA,NA,
8449836,Frank Brimsek,19421943,3000:00,NA,1,24,9,17,NA,NA,NA,NA,NA,NA,NA,NA,3.52,50,50,NA,176,NA,NA,NA,
8449836,Frank Brimsek,19451946,2040:00,NA,2,16,4,14,NA,NA,NA,NA,NA,NA,NA,NA,3.2647,34,34,NA,111,NA,NA,NA,
8449836,Frank Brimsek,19461947,3600:00,NA,3,26,11,23,NA,NA,NA,NA,NA,NA,NA,NA,2.9167,60,60,NA,175,NA,NA,NA,
8449836,Frank Brimsek,19471948,3600:00,NA,3,23,13,24,NA,NA,NA,NA,NA,NA,NA,NA,2.8,60,60,NA,168,NA,NA,NA,
8449836,Frank Brimsek,19481949,3240:00,NA,1,26,8,20,NA,NA,NA,NA,NA,NA,NA,NA,2.7222,54,54,NA,147,NA,NA,NA,
8449836,Frank Brimsek,19491950,4200:00,NA,5,22,10,38,NA,NA,NA,NA,NA,NA,NA,NA,3.4857,70,70,NA,244,NA,NA,NA,
8449837,Turk Broda,19361937,2780:00,NA,3,22,4,19,NA,NA,NA,NA,NA,NA,NA,NA,2.2878,45,45,NA,106,NA,NA,NA,
8449837,Turk Broda,19371938,2980:00,NA,6,24,9,15,NA,NA,NA,NA,NA,NA,NA,NA,2.557,48,48,NA,127,NA,NA,NA,
8449837,Turk Broda,19381939,2990:00,NA,8,19,9,20,NA,NA,NA,NA,NA,NA,NA,NA,2.1472,48,48,NA,107,NA,NA,NA,
8449837,Turk Broda,19391940,2900:00,NA,4,25,5,17,NA,NA,NA,NA,NA,NA,NA,NA,2.2345,47,47,NA,108,NA,NA,NA,
8449837,Turk Broda,19401941,2970:00,NA,5,28,6,14,NA,NA,NA,NA,NA,NA,NA,NA,2.0,48,48,NA,99,NA,NA,NA,
8449837,Turk Broda,19411942,2960:00,NA,6,27,3,18,NA,NA,NA,NA,NA,NA,NA,NA,2.7568,48,48,NA,136,NA,NA,NA,
8449837,Turk Broda,19421943,3000:00,NA,1,22,9,19,NA,NA,NA,NA,NA,NA,NA,NA,3.18,50,50,NA,159,NA,NA,NA,
8449837,Turk Broda,19451946,900:00,NA,0,7,3,5,NA,NA,NA,NA,NA,NA,NA,NA,3.5333,15,15,NA,53,NA,NA,NA,
8449837,Turk Broda,19461947,3600:00,NA,4,31,10,19,NA,NA,NA,NA,NA,NA,NA,NA,2.8667,60,60,NA,172,NA,NA,NA,
8449837,Turk Broda,19471948,3600:00,NA,5,32,13,15,NA,NA,NA,NA,NA,NA,NA,NA,2.3833,60,60,NA,143,NA,NA,NA,
8449837,Turk Broda,19481949,3600:00,NA,5,22,13,25,NA,NA,NA,NA,NA,NA,NA,NA,2.6833,60,60,NA,161,NA,NA,NA,
8449837,Turk Broda,19491950,4039:00,NA,9,30,12,25,NA,NA,NA,NA,NA,NA,NA,NA,2.466,68,68,NA,166,NA,NA,NA,
8449837,Turk Broda,19501951,1833:10,NA,5,15,6,10,NA,NA,NA,NA,NA,NA,NA,NA,2.2257,31,30,NA,68,NA,NA,NA,
8449837,Turk Broda,19511952,30:00,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,6.0,1,1,NA,3,NA,NA,NA,
8449839,Ken Broderick,19691970,360:00,NA,0,2,0,4,191,0,0,0,NA,NA,NA,0.880184,4.3333,7,5,217,26,NA,NA,NA,
8449839,Ken Broderick,19731974,299:49,NA,0,2,1,2,111,0,0,0,NA,NA,NA,0.874016,3.202,5,5,127,16,NA,NA,NA,
8449839,Ken Broderick,19741975,802:17,NA,1,7,0,6,300,0,0,0,NA,NA,NA,0.903614,2.3932,15,13,332,32,NA,NA,NA,
8449840,Len Broderick,19571958,60:00,NA,0,1,0,0,20,0,0,0,NA,NA,NA,0.909091,2.0,1,1,22,2,NA,NA,NA,
8449841,Art Brooks,19171918,220:00,NA,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,6.2727,4,3,NA,23,NA,NA,NA,
8449842,Ross Brooks,19721973,909:34,NA,1,11,3,1,377,0,0,0,NA,NA,NA,0.904077,2.6386,16,14,417,40,NA,NA,NA,
8449842,Ross Brooks,19731974,1169:31,NA,3,16,0,3,510,0,0,0,NA,NA,NA,0.917266,2.3599,21,19,556,46,NA,NA,NA,
8449842,Ross Brooks,19741975,965:35,NA,0,10,3,3,367,0,0,0,NA,NA,NA,0.884337,2.9827,17,16,415,48,NA,NA,NA,
8449843,Frank Brophy,19191920,1249:05,NA,0,3,0,18,NA,NA,NA,NA,NA,NA,NA,NA,7.1092,21,21,NA,148,NA,NA,NA,
8449844,Andy Brown,19711972,558:07,NA,0,4,1,5,283,0,0,0,NA,NA,NA,0.884375,3.9777,10,10,320,37,NA,NA,NA,
8449844,Andy Brown,19721973,337:43,NA,0,2,2,1,143,0,0,0,NA,NA,NA,0.877301,3.5533,7,6,163,20,NA,NA,NA,
8449844,Andy Brown,19721973,519:45,NA,0,3,2,4,269,0,0,0,NA,NA,NA,0.867742,4.733,9,8,310,41,NA,NA,NA,
8449844,Andy Brown,19731974,1950:42,NA,1,13,4,16,854,0,0,0,NA,NA,NA,0.881321,3.5372,36,33,969,115,NA,NA,NA,
8449845,Ken Brown,19701971,17:49,NA,0,0,0,0,13,0,0,0,NA,NA,NA,0.928571,3.3676,1,0,14,1,NA,NA,NA,
8449846,Bruce Bullock,19721973,839:50,NA,0,3,3,8,402,0,0,0,NA,NA,NA,0.857143,4.7867,14,14,469,67,NA,NA,NA,
8449846,Bruce Bullock,19741975,60:00,NA,0,0,0,1,21,0,0,0,NA,NA,NA,0.84,4.0,1,1,25,4,NA,NA,NA,
8449846,Bruce Bullock,19761977,26:35,NA,0,0,0,0,10,0,0,0,NA,NA,NA,0.769231,6.7712,1,0,13,3,NA,NA,NA,
8449847,Steve Buzinski,19421943,560:00,NA,0,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,5.8929,9,9,NA,55,NA,NA,NA,
8449848,Don Caley,19671968,30:00,NA,0,0,0,0,19,0,0,0,NA,NA,NA,0.863636,6.0,1,0,22,3,NA,NA,NA,
8449849,Lyle Carter,19711972,720:39,NA,0,4,0,7,311,0,0,0,NA,NA,NA,0.861496,4.1629,15,13,361,50,NA,NA,NA,
8449850,Lorne Chabot,19261927,2347:00,NA,10,22,5,9,NA,NA,NA,NA,NA,NA,NA,NA,1.5083,37,36,NA,59,NA,NA,NA,
8449850,Lorne Chabot,19271928,2730:00,NA,11,19,9,16,NA,NA,NA,NA,NA,NA,NA,NA,1.7363,44,44,NA,79,NA,NA,NA,
8449850,Lorne Chabot,19281929,2534:00,NA,10,20,5,16,NA,NA,NA,NA,NA,NA,NA,NA,1.5154,43,42,NA,64,NA,NA,NA,
8449850,Lorne Chabot,19291930,2600:00,NA,6,16,6,20,NA,NA,NA,NA,NA,NA,NA,NA,2.5385,42,42,NA,110,NA,NA,NA,
8449850,Lorne Chabot,19301931,2300:00,NA,6,21,8,8,NA,NA,NA,NA,NA,NA,NA,NA,2.087,37,37,NA,80,NA,NA,NA,
8449850,Lorne Chabot,19311932,2698:00,NA,4,21,6,16,NA,NA,NA,NA,NA,NA,NA,NA,2.3573,44,43,NA,106,NA,NA,NA,
8449850,Lorne Chabot,19321933,2946:00,NA,5,24,6,18,NA,NA,NA,NA,NA,NA,NA,NA,2.2607,48,48,NA,111,NA,NA,NA,
8449850,Lorne Chabot,19331934,2928:00,NA,8,21,6,20,NA,NA,NA,NA,NA,NA,NA,NA,2.0697,47,47,NA,101,NA,NA,NA,
8449850,Lorne Chabot,19341935,2940:00,NA,8,26,5,17,NA,NA,NA,NA,NA,NA,NA,NA,1.7959,48,48,NA,88,NA,NA,NA,
8449850,Lorne Chabot,19351936,1010:00,NA,2,8,5,3,NA,NA,NA,NA,NA,NA,NA,NA,2.0792,16,16,NA,35,NA,NA,NA,
8449850,Lorne Chabot,19361937,370:00,NA,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,4.0541,6,6,NA,25,NA,NA,NA,
8449851,Ed Chadwick,19551956,300:00,NA,2,2,3,0,123,0,0,0,NA,NA,NA,0.97619,0.6,5,5,126,3,NA,NA,NA,
8449851,Ed Chadwick,19561957,4195:48,NA,5,21,15,34,1778,0,0,0,NA,NA,NA,0.905295,2.6598,70,70,1964,186,NA,NA,NA,
8449851,Ed Chadwick,19571958,4196:51,NA,4,21,11,38,1887,0,0,0,NA,NA,NA,0.894313,3.1881,70,70,2110,223,NA,NA,NA,
8449851,Ed Chadwick,19581959,1859:39,NA,3,12,4,15,872,0,0,0,NA,NA,NA,0.904564,2.9683,31,31,964,92,NA,NA,NA,
8449851,Ed Chadwick,19591960,240:00,NA,0,1,1,2,120,0,0,0,NA,NA,NA,0.888889,3.75,4,4,135,15,NA,NA,NA,
8449851,Ed Chadwick,19611962,240:00,NA,0,0,1,3,127,0,0,0,NA,NA,NA,0.852349,5.5,4,4,149,22,NA,NA,NA,
8449852,Bob Champoux,19731974,922:07,NA,0,2,3,11,447,0,0,0,NA,NA,NA,0.848197,5.2054,17,16,527,80,NA,NA,NA,
8449853,Gerry Cheevers,19611962,120:00,NA,0,1,0,1,64,0,0,0,NA,NA,NA,0.914286,3.0,2,2,70,6,NA,NA,NA,
8449853,Gerry Cheevers,19651966,339:47,NA,0,0,1,4,161,0,0,0,NA,NA,NA,0.825641,6.0038,7,5,195,34,NA,NA,NA,
8449853,Gerry Cheevers,19661967,1297:05,NA,1,5,6,10,631,0,0,0,NA,NA,NA,0.897582,3.3305,22,21,703,72,NA,NA,NA,
8449853,Gerry Cheevers,19671968,2644:10,NA,3,21,6,19,1212,0,0,0,NA,NA,NA,0.906507,2.8364,47,45,1337,125,NA,NA,NA,
8449853,Gerry Cheevers,19681969,3109:12,NA,3,27,13,12,1493,0,0,0,NA,NA,NA,0.911477,2.7981,52,52,1638,145,NA,NA,NA,
8449853,Gerry Cheevers,19691970,2383:53,NA,4,24,8,8,1229,0,0,0,NA,NA,NA,0.919222,2.7183,41,40,1337,108,NA,NA,NA,
8449853,Gerry Cheevers,19701971,2397:16,NA,3,27,5,8,1217,0,0,0,NA,NA,NA,0.917798,2.7281,40,40,1326,109,NA,NA,NA,
8449853,Gerry Cheevers,19711972,2420:00,NA,2,27,8,5,1163,0,0,0,NA,NA,NA,0.920095,2.5041,41,40,1264,101,NA,NA,NA,
8449853,Gerry Cheevers,19751976,898:27,NA,1,8,5,2,371,0,0,0,NA,NA,NA,0.900485,2.738,15,15,412,41,NA,NA,NA,
8449853,Gerry Cheevers,19761977,2697:58,NA,3,30,5,10,1015,0,0,0,NA,NA,NA,0.881076,3.0467,45,45,1152,137,NA,NA,NA,
8449853,Gerry Cheevers,19771978,1084:28,NA,1,10,2,5,386,0,0,0,NA,NA,NA,0.889401,2.6557,21,19,434,48,NA,NA,NA,
8449853,Gerry Cheevers,19781979,2508:18,NA,1,23,10,9,849,0,0,0,NA,NA,NA,0.865443,3.1575,43,41,981,132,NA,NA,NA,
8449853,Gerry Cheevers,19791980,2474:03,NA,4,24,7,11,852,0,0,0,NA,NA,NA,0.880165,2.8132,42,42,968,116,NA,NA,NA,
8449855,Les Colvin,19481949,60:00,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4.0,1,1,NA,4,NA,NA,NA,
8449856,Alec Connell,19241925,1852:17,NA,7,17,1,12,NA,NA,NA,NA,NA,NA,NA,NA,2.1379,30,30,NA,66,NA,NA,NA,
8449856,Alec Connell,19251926,2251:00,NA,15,24,4,8,NA,NA,NA,NA,NA,NA,NA,NA,1.1195,36,36,NA,42,NA,NA,NA,
8449856,Alec Connell,19261927,2787:00,NA,13,30,4,10,NA,NA,NA,NA,NA,NA,NA,NA,1.4855,44,44,NA,69,NA,NA,NA,
8449856,Alec Connell,19271928,2760:00,NA,15,20,10,14,NA,NA,NA,NA,NA,NA,NA,NA,1.2391,44,44,NA,57,NA,NA,NA,
8449856,Alec Connell,19281929,2820:00,NA,7,14,13,17,NA,NA,NA,NA,NA,NA,NA,NA,1.4255,44,44,NA,67,NA,NA,NA,
8449856,Alec Connell,19291930,2780:00,NA,3,21,8,15,NA,NA,NA,NA,NA,NA,NA,NA,2.5468,44,44,NA,118,NA,NA,NA,
8449856,Alec Connell,19301931,2190:00,NA,3,10,4,22,NA,NA,NA,NA,NA,NA,NA,NA,3.0137,36,36,NA,110,NA,NA,NA,
8449856,Alec Connell,19311932,3040:00,NA,6,18,10,20,NA,NA,NA,NA,NA,NA,NA,NA,2.1316,48,48,NA,108,NA,NA,NA,
8449856,Alec Connell,19321933,977:10,NA,1,4,3,8,NA,NA,NA,NA,NA,NA,NA,NA,2.5789,16,16,NA,42,NA,NA,NA,
8449856,Alec Connell,19331934,40:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,1,0,NA,2,NA,NA,NA,
8449856,Alec Connell,19341935,2970:00,NA,9,24,5,19,NA,NA,NA,NA,NA,NA,NA,NA,1.8586,48,48,NA,92,NA,NA,NA,
8449856,Alec Connell,19361937,1710:00,NA,2,10,6,11,NA,NA,NA,NA,NA,NA,NA,NA,2.2105,27,27,NA,63,NA,NA,NA,
8449857,Maurice Courteau,19431944,360:00,NA,0,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6,6,NA,33,NA,NA,NA,
8449858,Abbie Cox,19291930,60:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,1,1,NA,2,NA,NA,NA,
8449858,Abbie Cox,19331934,24:00,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,7.5,1,0,NA,3,NA,NA,NA,
8449858,Abbie Cox,19331934,109:00,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.7523,2,1,NA,5,NA,NA,NA,
8449858,Abbie Cox,19351936,70:00,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8571,1,1,NA,1,NA,NA,NA,
8449859,Roger Crozier,19631964,900:00,NA,2,5,4,6,458,0,0,0,NA,NA,NA,0.899804,3.4,15,15,509,51,NA,NA,NA,
8449859,Roger Crozier,19641965,4165:08,NA,6,40,7,22,1763,0,0,0,NA,NA,NA,0.912998,2.4201,70,69,1931,168,NA,NA,NA,
8449859,Roger Crozier,19651966,3730:47,NA,6,27,12,25,1636,0,0,0,NA,NA,NA,0.904367,2.7823,64,63,1809,173,NA,NA,NA,
8449859,Roger Crozier,19661967,3253:20,NA,4,22,4,28,1552,0,0,0,NA,NA,NA,0.89504,3.3566,58,57,1734,182,NA,NA,NA,
8449859,Roger Crozier,19671968,1728:18,NA,1,10,4,16,771,0,0,0,NA,NA,NA,0.8903,3.298,34,30,866,95,NA,NA,NA,
8449859,Roger Crozier,19681969,1817:31,NA,0,11,3,15,870,0,0,0,NA,NA,NA,0.895984,3.3342,35,32,971,101,NA,NA,NA,
8449859,Roger Crozier,19691970,1876:27,NA,0,16,9,6,952,0,0,0,NA,NA,NA,0.919807,2.6539,34,33,1035,83,NA,NA,NA,
8449859,Roger Crozier,19701971,2194:49,NA,1,9,7,20,1219,0,0,0,NA,NA,NA,0.900295,3.6905,44,42,1354,135,NA,NA,NA,
8449859,Roger Crozier,19711972,3648:56,NA,2,13,14,34,1983,0,0,0,NA,NA,NA,0.902594,3.5188,63,61,2197,214,NA,NA,NA,
8449859,Roger Crozier,19721973,2627:26,NA,3,23,7,13,1154,0,0,0,NA,NA,NA,0.905098,2.7632,49,46,1275,121,NA,NA,NA,
8449859,Roger Crozier,19731974,615:10,NA,0,4,0,5,274,0,0,0,NA,NA,NA,0.875399,3.8038,12,11,313,39,NA,NA,NA,
8449859,Roger Crozier,19741975,1259:30,NA,3,17,1,2,518,0,0,0,NA,NA,NA,0.904014,2.6201,23,23,573,55,NA,NA,NA,
8449859,Roger Crozier,19751976,620:00,NA,1,8,0,2,214,0,0,0,NA,NA,NA,0.887967,2.6129,11,11,241,27,NA,NA,NA,
8449859,Roger Crozier,19761977,103:19,NA,0,1,0,0,59,0,0,0,NA,NA,NA,0.967213,1.1615,3,3,61,2,NA,NA,NA,
8449861,Wilf Cude,19301931,1779:00,NA,1,2,3,23,NA,NA,NA,NA,NA,NA,NA,NA,4.3845,29,29,NA,130,NA,NA,NA,
8449861,Wilf Cude,19311932,120:00,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3.0,2,2,NA,6,NA,NA,NA,
8449861,Wilf Cude,19311932,41:00,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,13.1707,1,0,NA,9,NA,NA,NA,
8449861,Wilf Cude,19331934,60:00,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1,1,NA,0,NA,NA,NA,
8449861,Wilf Cude,19331934,1860:00,NA,4,15,8,6,NA,NA,NA,NA,NA,NA,NA,NA,1.5161,29,29,NA,47,NA,NA,NA,
8449861,Wilf Cude,19341935,2960:00,NA,1,19,6,23,NA,NA,NA,NA,NA,NA,NA,NA,2.9392,48,48,NA,145,NA,NA,NA,
8449861,Wilf Cude,19351936,2940:00,NA,6,11,10,26,NA,NA,NA,NA,NA,NA,NA,NA,2.4898,47,47,NA,122,NA,NA,NA,
8449861,Wilf Cude,19361937,2730:00,NA,5,22,5,17,NA,NA,NA,NA,NA,NA,NA,NA,2.1758,44,44,NA,99,NA,NA,NA,
8449861,Wilf Cude,19371938,2990:00,NA,3,18,12,17,NA,NA,NA,NA,NA,NA,NA,NA,2.5284,47,47,NA,126,NA,NA,NA,
8449861,Wilf Cude,19381939,1440:00,NA,2,6,5,12,NA,NA,NA,NA,NA,NA,NA,NA,3.2083,23,23,NA,77,NA,NA,NA,
8449861,Wilf Cude,19391940,415:00,NA,0,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,3.4699,7,7,NA,24,NA,NA,NA,
8449861,Wilf Cude,19401941,180:00,NA,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4.3333,3,3,NA,13,NA,NA,NA,
8449862,Claude Cyr,19581959,20:00,NA,0,0,0,0,6,0,0,0,NA,NA,NA,0.857143,3.0,1,0,7,1,NA,NA,NA,
8449863,Nick Damore,19411942,60:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,1,1,NA,3,NA,NA,NA,
8449864,Bob Decourcy,19471948,29:18,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,12.2867,1,0,NA,6,NA,NA,NA,
8449865,Norm Defelice,19561957,600:00,NA,0,3,2,5,252,0,0,0,NA,NA,NA,0.893617,3.0,10,10,282,30,NA,NA,NA,
8449866,Denis DeJordy,19621963,289:39,NA,0,2,2,1,152,0,0,0,NA,NA,NA,0.926829,2.4858,5,4,164,12,NA,NA,NA,
8449866,Denis DeJordy,19631964,340:00,NA,0,2,1,3,185,0,0,0,NA,NA,NA,0.906863,3.3529,6,5,204,19,NA,NA,NA,
8449866,Denis DeJordy,19641965,1758:20,NA,3,15,3,12,818,0,0,0,NA,NA,NA,0.91704,2.5251,30,29,892,74,NA,NA,NA,
8449866,Denis DeJordy,19661967,2534:41,NA,4,22,7,12,1244,0,0,0,NA,NA,NA,0.922849,2.4618,44,42,1348,104,NA,NA,NA,
8449866,Denis DeJordy,19671968,2836:43,NA,4,21,14,14,1312,0,0,0,NA,NA,NA,0.911111,2.7074,50,48,1440,128,NA,NA,NA,
8449866,Denis DeJordy,19681969,2974:51,NA,2,21,7,22,1527,0,0,0,NA,NA,NA,0.907308,3.1464,53,50,1683,156,NA,NA,NA,
8449866,Denis DeJordy,19691970,555:21,NA,0,3,1,5,266,0,0,0,NA,NA,NA,0.914089,2.701,11,9,291,25,NA,NA,NA,
8449866,Denis DeJordy,19691970,1146:52,NA,0,5,4,11,558,0,0,0,NA,NA,NA,0.9,3.2436,21,20,620,62,NA,NA,NA,
8449866,Denis DeJordy,19701971,3370:02,NA,1,18,11,29,1703,0,0,0,NA,NA,NA,0.888367,3.81,60,59,1917,214,NA,NA,NA,
8449866,Denis DeJordy,19711972,289:40,NA,0,0,0,5,126,0,0,0,NA,NA,NA,0.845638,4.7641,5,5,149,23,NA,NA,NA,
8449866,Denis DeJordy,19711972,331:56,NA,0,3,1,2,154,0,0,0,NA,NA,NA,0.860335,4.519,7,6,179,25,NA,NA,NA,
8449866,Denis DeJordy,19721973,1328:20,NA,1,8,3,11,524,0,0,0,NA,NA,NA,0.863262,3.7491,24,21,607,83,NA,NA,NA,
8449866,Denis DeJordy,19731974,20:00,NA,0,0,0,1,4,0,0,0,NA,NA,NA,0.5,12.0,1,1,8,4,NA,NA,NA,
8449868,Gerry Desjardins,19681969,3495:05,NA,4,19,9,29,1656,0,0,0,NA,NA,NA,0.897561,3.2446,61,59,1845,189,NA,NA,NA,
8449868,Gerry Desjardins,19691970,2449:07,NA,3,7,5,29,1242,0,0,0,NA,NA,NA,0.88651,3.8953,43,42,1401,159,NA,NA,NA,
8449868,Gerry Desjardins,19691970,239:56,NA,0,4,0,0,132,0,0,0,NA,NA,NA,0.942857,2.0006,4,4,140,8,NA,NA,NA,
