NHL_player_ID, player,season,timeOnIce,ot,shutouts,wins,ties,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,savePercentage,goalAgainstAverage,games,gamesStarted,shotsAgainst,goalsAgainst,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage
8449868,Gerry Desjardins,19701971,1215:06,NA,0,12,2,6,554,0,0,0,NA,NA,NA,0.91874,2.4196,22,22,603,49,NA,NA,NA,
8449868,Gerry Desjardins,19711972,358:46,NA,0,1,3,2,162,0,0,0,NA,NA,NA,0.885246,3.512,6,6,183,21,NA,NA,NA,
8449868,Gerry Desjardins,19721973,2494:23,NA,0,5,3,35,1261,0,0,0,NA,NA,NA,0.866071,4.6905,44,44,1456,195,NA,NA,NA,
8449868,Gerry Desjardins,19731974,1939:21,NA,0,9,6,17,927,0,0,0,NA,NA,NA,0.901751,3.1248,36,33,1028,101,NA,NA,NA,
8449868,Gerry Desjardins,19741975,538:12,NA,0,6,1,2,239,0,0,0,NA,NA,NA,0.905303,2.7871,9,9,264,25,NA,NA,NA,
8449868,Gerry Desjardins,19751976,3274:52,NA,2,29,11,15,1302,0,0,0,NA,NA,NA,0.889952,2.9497,55,54,1463,161,NA,NA,NA,
8449868,Gerry Desjardins,19761977,2867:03,NA,3,31,6,12,1132,0,0,0,NA,NA,NA,0.899841,2.6369,49,49,1258,126,NA,NA,NA,
8449868,Gerry Desjardins,19771978,110:48,NA,0,0,0,1,25,0,0,0,NA,NA,NA,0.78125,3.7906,3,2,32,7,NA,NA,NA,
8449869,Bill Dickie,19411942,60:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,1,1,NA,3,NA,NA,NA,
8449896,Connie Dion,19431944,1560:00,NA,1,17,2,7,NA,NA,NA,NA,NA,NA,NA,NA,3.0769,26,26,NA,80,NA,NA,NA,
8449896,Connie Dion,19441945,720:00,NA,0,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,3.25,12,12,NA,39,NA,NA,NA,
8449897,Dolly Dolson,19281929,2750:00,NA,10,19,9,16,NA,NA,NA,NA,NA,NA,NA,NA,1.3745,44,44,NA,63,NA,NA,NA,
8449897,Dolly Dolson,19291930,320:00,NA,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,4.5,5,5,NA,24,NA,NA,NA,
8449897,Dolly Dolson,19301931,2750:00,NA,6,16,7,21,NA,NA,NA,NA,NA,NA,NA,NA,2.2909,44,44,NA,105,NA,NA,NA,
8449903,Michel Dumas,19741975,121:06,NA,0,2,0,0,35,0,0,0,NA,NA,NA,0.833333,3.4682,3,2,42,7,NA,NA,NA,
8449903,Michel Dumas,19761977,241:24,NA,0,0,2,1,123,0,0,0,NA,NA,NA,0.878571,4.2253,5,3,140,17,NA,NA,NA,
8449910,Bill Durnan,19431944,3000:00,NA,2,38,7,5,NA,NA,NA,NA,NA,NA,NA,NA,2.18,50,50,NA,109,NA,NA,NA,
8449910,Bill Durnan,19441945,3000:00,NA,1,38,4,8,NA,NA,NA,NA,NA,NA,NA,NA,2.42,50,50,NA,121,NA,NA,NA,
8449910,Bill Durnan,19451946,2400:00,NA,4,24,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2.6,40,40,NA,104,NA,NA,NA,
8449910,Bill Durnan,19461947,3600:00,NA,4,34,10,16,NA,NA,NA,NA,NA,NA,NA,NA,2.3,60,60,NA,138,NA,NA,NA,
8449910,Bill Durnan,19471948,3504:51,NA,5,20,10,28,NA,NA,NA,NA,NA,NA,NA,NA,2.7733,59,59,NA,162,NA,NA,NA,
8449910,Bill Durnan,19481949,3600:00,NA,10,28,9,23,NA,NA,NA,NA,NA,NA,NA,NA,2.1,60,60,NA,126,NA,NA,NA,
8449910,Bill Durnan,19491950,3840:00,NA,8,26,17,21,NA,NA,NA,NA,NA,NA,NA,NA,2.2031,64,64,NA,141,NA,NA,NA,
8449913,Ed Dyck,19711972,572:01,NA,0,1,2,6,265,0,0,0,NA,NA,NA,0.883333,3.6712,12,6,300,35,NA,NA,NA,
8449913,Ed Dyck,19721973,1294:35,NA,1,5,1,17,572,0,0,0,NA,NA,NA,0.853731,4.542,25,21,670,98,NA,NA,NA,
8449913,Ed Dyck,19731974,581:39,NA,0,2,2,5,246,0,0,0,NA,NA,NA,0.845361,4.642,12,10,291,45,NA,NA,NA,
8449914,Marv Edwards,19681969,60:00,NA,0,0,0,1,30,0,0,0,NA,NA,NA,0.909091,3.0,1,1,33,3,NA,NA,NA,
8449914,Marv Edwards,19691970,1419:01,NA,1,10,4,9,777,0,0,0,NA,NA,NA,0.909836,3.2558,25,24,854,77,NA,NA,NA,
8449914,Marv Edwards,19721973,1205:02,NA,1,4,2,14,601,0,0,0,NA,NA,NA,0.873547,4.3318,21,21,688,87,NA,NA,NA,
8449914,Marv Edwards,19731974,777:46,NA,0,1,1,10,410,0,0,0,NA,NA,NA,0.889371,3.9343,14,13,461,51,NA,NA,NA,
8449915,Roy Edwards,19671968,2174:38,NA,0,14,5,17,964,0,0,0,NA,NA,NA,0.883593,3.504,41,38,1091,127,NA,NA,NA,
8449915,Roy Edwards,19681969,2097:57,NA,4,18,6,11,955,0,0,0,NA,NA,NA,0.914751,2.5453,40,34,1044,89,NA,NA,NA,
8449915,Roy Edwards,19691970,2680:13,NA,2,24,6,15,1248,0,0,0,NA,NA,NA,0.914956,2.5968,47,43,1364,116,NA,NA,NA,
8449915,Roy Edwards,19701971,2098:50,NA,0,11,7,19,990,0,0,0,NA,NA,NA,0.892696,3.4019,37,35,1109,119,NA,NA,NA,
8449915,Roy Edwards,19711972,846:00,NA,0,2,4,8,350,0,0,0,NA,NA,NA,0.906736,2.5532,15,14,386,36,NA,NA,NA,
8449915,Roy Edwards,19721973,3004:23,NA,6,27,7,17,1242,0,0,0,NA,NA,NA,0.90393,2.6361,52,51,1374,132,NA,NA,NA,
8449915,Roy Edwards,19731974,185:40,NA,0,0,0,3,107,0,0,0,NA,NA,NA,0.856,5.8169,4,4,125,18,NA,NA,NA,
8449916,Claude Evans,19541955,200:00,NA,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,3.6,4,4,NA,12,NA,NA,NA,
8449916,Claude Evans,19571958,60:00,NA,0,0,1,0,30,0,0,0,NA,NA,NA,0.882353,4.0,1,1,34,4,NA,NA,NA,
8449917,Rocky Farr,19721973,28:47,NA,0,0,0,1,19,0,0,0,NA,NA,NA,0.863636,6.2536,1,1,22,3,NA,NA,NA,
8449917,Rocky Farr,19731974,477:35,NA,0,2,1,4,237,0,0,0,NA,NA,NA,0.90458,3.1408,11,6,262,25,NA,NA,NA,
8449917,Rocky Farr,19741975,213:29,NA,0,0,2,1,99,0,0,0,NA,NA,NA,0.876106,3.9347,7,2,113,14,NA,NA,NA,
8449918,Jake Forbes,19191920,300:00,NA,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,4.2,5,5,NA,21,NA,NA,NA,
8449918,Jake Forbes,19201921,1221:05,NA,0,13,0,7,NA,NA,NA,NA,NA,NA,NA,NA,3.8327,20,20,NA,78,NA,NA,NA,
8449918,Jake Forbes,19221923,1470:00,NA,0,6,0,18,NA,NA,NA,NA,NA,NA,NA,NA,4.4898,24,24,NA,110,NA,NA,NA,
8449918,Jake Forbes,19231924,1483:00,NA,1,9,0,15,NA,NA,NA,NA,NA,NA,NA,NA,2.7512,24,24,NA,68,NA,NA,NA,
8449918,Jake Forbes,19241925,1833:37,NA,6,19,1,10,NA,NA,NA,NA,NA,NA,NA,NA,1.9633,30,30,NA,60,NA,NA,NA,
8449918,Jake Forbes,19251926,2240:00,NA,2,12,4,20,NA,NA,NA,NA,NA,NA,NA,NA,2.3036,36,36,NA,86,NA,NA,NA,
8449918,Jake Forbes,19261927,2715:00,NA,8,17,2,25,NA,NA,NA,NA,NA,NA,NA,NA,2.011,44,44,NA,91,NA,NA,NA,
8449918,Jake Forbes,19271928,980:00,NA,2,3,2,11,NA,NA,NA,NA,NA,NA,NA,NA,3.1224,16,16,NA,51,NA,NA,NA,
8449918,Jake Forbes,19281929,60:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,1,1,NA,3,NA,NA,NA,
8449918,Jake Forbes,19291930,70:00,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8571,1,1,NA,1,NA,NA,NA,
8449918,Jake Forbes,19301931,120:00,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,2,NA,7,NA,NA,NA,
8449918,Jake Forbes,19311932,360:00,NA,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,2.6667,6,6,NA,16,NA,NA,NA,
8449918,Jake Forbes,19321933,70:00,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1.7143,1,1,NA,2,NA,NA,NA,
8449920,Hec Fowler,19241925,409:00,NA,0,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,6.1614,7,7,NA,42,NA,NA,NA,
8449922,Emile Francis,19461947,1140:00,NA,0,6,1,12,NA,NA,NA,NA,NA,NA,NA,NA,5.4737,19,19,NA,104,NA,NA,NA,
8449922,Emile Francis,19471948,3240:00,NA,1,19,5,30,NA,NA,NA,NA,NA,NA,NA,NA,3.3889,54,54,NA,183,NA,NA,NA,
8449922,Emile Francis,19481949,120:00,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,2,2,NA,4,NA,NA,NA,
8449922,Emile Francis,19491950,60:00,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,8.0,1,1,NA,8,NA,NA,NA,
8449922,Emile Francis,19501951,260:00,NA,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3.2308,5,4,NA,14,NA,NA,NA,
8449922,Emile Francis,19511952,840:00,NA,0,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,2.9286,14,14,NA,41,NA,NA,NA,
8449923,Jim Franks,19371938,60:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,1,1,NA,3,NA,NA,NA,
8449923,Jim Franks,19421943,1380:00,NA,0,5,4,14,NA,NA,NA,NA,NA,NA,NA,NA,4.4783,23,23,NA,103,NA,NA,NA,
8449923,Jim Franks,19431944,1020:00,NA,1,6,3,8,NA,NA,NA,NA,NA,NA,NA,NA,4.0588,17,17,NA,69,NA,NA,NA,
8449923,Jim Franks,19431944,60:00,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,6.0,1,1,NA,6,NA,NA,NA,
8449956,Ray Frederick,19541955,300:00,NA,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,4.4,5,5,NA,22,NA,NA,NA,
8449959,Bruce Gamble,19581959,180:00,NA,0,0,0,3,93,0,0,0,NA,NA,NA,0.894231,3.6667,3,3,104,11,NA,NA,NA,
8449959,Bruce Gamble,19601961,3118:00,NA,0,12,7,33,1588,0,0,0,NA,NA,NA,0.891634,3.7139,52,52,1781,193,NA,NA,NA,
8449959,Bruce Gamble,19611962,1680:00,NA,1,6,4,18,882,0,0,0,NA,NA,NA,0.879362,4.3214,28,28,1003,121,NA,NA,NA,
8449959,Bruce Gamble,19651966,501:32,NA,4,5,3,2,258,0,0,0,NA,NA,NA,0.924731,2.5123,10,8,279,21,NA,NA,NA,
8449959,Bruce Gamble,19661967,1180:40,NA,0,5,5,10,604,0,0,0,NA,NA,NA,0.900149,3.4049,23,20,671,67,NA,NA,NA,
8449959,Bruce Gamble,19671968,2193:44,NA,5,20,2,14,1209,0,0,0,NA,NA,NA,0.934312,2.3248,41,34,1294,85,NA,NA,NA,
8449959,Bruce Gamble,19681969,3439:10,NA,3,28,11,20,1716,0,0,0,NA,NA,NA,0.914225,2.8088,61,59,1877,161,NA,NA,NA,
8449959,Bruce Gamble,19691970,3054:00,NA,5,19,9,24,1682,0,0,0,NA,NA,NA,0.915125,3.0648,52,51,1838,156,NA,NA,NA,
8449959,Bruce Gamble,19701971,1280:15,NA,2,6,1,14,623,0,0,0,NA,NA,NA,0.882436,3.8899,23,20,706,83,NA,NA,NA,
8449959,Bruce Gamble,19701971,658:18,NA,0,3,2,6,336,0,0,0,NA,NA,NA,0.900804,3.3723,11,11,373,37,NA,NA,NA,
8449959,Bruce Gamble,19711972,1184:18,NA,2,7,2,8,601,0,0,0,NA,NA,NA,0.911988,2.9384,24,18,659,58,NA,NA,NA,
8449960,Bert Gardiner,19351936,60:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1,1,NA,1,NA,NA,NA,
8449960,Bert Gardiner,19401941,2600:00,NA,1,13,6,23,NA,NA,NA,NA,NA,NA,NA,NA,2.7462,42,42,NA,119,NA,NA,NA,
8449960,Bert Gardiner,19411942,620:00,NA,0,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,4.0645,10,10,NA,42,NA,NA,NA,
8449960,Bert Gardiner,19421943,3020:00,NA,1,17,15,18,NA,NA,NA,NA,NA,NA,NA,NA,3.5762,50,50,NA,180,NA,NA,NA,
8449960,Bert Gardiner,19431944,2460:00,NA,1,17,5,19,NA,NA,NA,NA,NA,NA,NA,NA,5.1707,41,41,NA,212,NA,NA,NA,
8449966,Charlie Gardiner,19271928,2420:00,NA,3,6,2,32,NA,NA,NA,NA,NA,NA,NA,NA,2.8264,40,40,NA,114,NA,NA,NA,
8449966,Charlie Gardiner,19281929,2758:00,NA,5,7,8,29,NA,NA,NA,NA,NA,NA,NA,NA,1.8492,44,44,NA,85,NA,NA,NA,
8449966,Charlie Gardiner,19291930,2750:00,NA,3,21,5,18,NA,NA,NA,NA,NA,NA,NA,NA,2.4218,44,44,NA,111,NA,NA,NA,
8449966,Charlie Gardiner,19301931,2710:00,NA,12,24,3,17,NA,NA,NA,NA,NA,NA,NA,NA,1.7269,44,44,NA,78,NA,NA,NA,
8449966,Charlie Gardiner,19311932,2989:00,NA,4,18,11,18,NA,NA,NA,NA,NA,NA,NA,NA,1.8468,48,48,NA,92,NA,NA,NA,
8449966,Charlie Gardiner,19321933,3010:00,NA,5,16,12,20,NA,NA,NA,NA,NA,NA,NA,NA,2.0133,48,48,NA,101,NA,NA,NA,
8449966,Charlie Gardiner,19331934,3050:00,NA,10,20,11,17,NA,NA,NA,NA,NA,NA,NA,NA,1.6328,48,48,NA,83,NA,NA,NA,
8449967,George Gardner,19651966,60:00,NA,0,1,0,0,23,0,0,0,NA,NA,NA,0.958333,1.0,1,1,24,1,NA,NA,NA,
8449967,George Gardner,19661967,559:30,NA,0,3,0,7,278,0,0,0,NA,NA,NA,0.88535,3.8606,11,8,314,36,NA,NA,NA,
8449967,George Gardner,19671968,533:47,NA,0,3,3,2,253,0,0,0,NA,NA,NA,0.887719,3.597,12,6,285,32,NA,NA,NA,
8449967,George Gardner,19701971,919:50,NA,0,6,1,8,535,0,0,0,NA,NA,NA,0.911414,3.3919,18,17,587,52,NA,NA,NA,
8449967,George Gardner,19711972,1232:08,NA,0,3,3,14,535,0,0,0,NA,NA,NA,0.861514,4.1879,24,20,621,86,NA,NA,NA,
8449968,Dave Gatherum,19531954,180:00,NA,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,3,3,NA,3,NA,NA,NA,
8449976,Paul Gauthier,19371938,70:00,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1.7143,1,1,NA,2,NA,NA,NA,
8449977,Jack Gelineau,19481949,240:00,NA,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,3.0,4,4,NA,12,NA,NA,NA,
8449977,Jack Gelineau,19491950,4020:00,NA,3,22,15,30,NA,NA,NA,NA,NA,NA,NA,NA,3.2836,67,67,NA,220,NA,NA,NA,
8449977,Jack Gelineau,19501951,4199:17,NA,4,22,18,30,NA,NA,NA,NA,NA,NA,NA,NA,2.8148,70,70,NA,197,NA,NA,NA,
8449977,Jack Gelineau,19531954,120:00,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,9.0,2,2,NA,18,NA,NA,NA,
8449978,Bill Oleschuk,19751976,59:57,NA,0,0,0,1,48,0,0,0,NA,NA,NA,0.923077,4.0033,1,1,52,4,NA,NA,NA,
8449978,Bill Oleschuk,19771978,100:00,NA,0,0,0,2,47,0,0,0,NA,NA,NA,0.839286,5.4,2,1,56,9,NA,NA,NA,
8449978,Bill Oleschuk,19781979,2115:05,NA,1,6,8,19,946,0,0,0,NA,NA,NA,0.874307,3.858,40,35,1082,136,NA,NA,NA,
8449978,Bill Oleschuk,19791980,556:26,NA,0,1,2,6,237,0,0,0,NA,NA,NA,0.858696,4.2054,12,11,276,39,NA,NA,NA,
8449979,Ed Giacomin,19651966,2032:51,NA,0,8,6,20,968,0,0,0,NA,NA,NA,0.885636,3.6894,36,34,1093,125,NA,NA,NA,
8449979,Ed Giacomin,19661967,3976:15,NA,9,30,11,27,1916,0,0,0,NA,NA,NA,0.917185,2.6105,68,66,2089,173,NA,NA,NA,
8449979,Ed Giacomin,19671968,3932:40,NA,8,36,10,20,1717,0,0,0,NA,NA,NA,0.914758,2.4411,66,66,1877,160,NA,NA,NA,
8449979,Ed Giacomin,19681969,4109:08,NA,7,38,7,23,1795,0,0,0,NA,NA,NA,0.911168,2.5553,70,70,1970,175,NA,NA,NA,
8449979,Ed Giacomin,19691970,4140:30,NA,6,35,14,21,1778,0,0,0,NA,NA,NA,0.916023,2.362,70,70,1941,163,NA,NA,NA,
8449979,Ed Giacomin,19701971,2637:49,NA,8,27,7,10,1120,0,0,0,NA,NA,NA,0.921811,2.1609,45,44,1215,95,NA,NA,NA,
8449979,Ed Giacomin,19711972,2548:33,NA,1,24,9,10,1051,0,0,0,NA,NA,NA,0.901372,2.7074,44,44,1166,115,NA,NA,NA,
8449979,Ed Giacomin,19721973,2575:51,NA,4,26,6,11,1103,0,0,0,NA,NA,NA,0.898208,2.9117,43,43,1228,125,NA,NA,NA,
8449979,Ed Giacomin,19731974,3280:51,NA,5,30,10,15,1363,0,0,0,NA,NA,NA,0.890268,3.0724,56,54,1531,168,NA,NA,NA,
8449979,Ed Giacomin,19741975,2065:11,NA,1,13,8,12,802,0,0,0,NA,NA,NA,0.869848,3.4864,37,36,922,120,NA,NA,NA,
8449979,Ed Giacomin,19751976,240:00,NA,0,0,1,3,79,0,0,0,NA,NA,NA,0.806122,4.75,4,4,98,19,NA,NA,NA,
8449979,Ed Giacomin,19751976,1736:05,NA,2,12,3,14,809,0,0,0,NA,NA,NA,0.889989,3.4561,29,29,909,100,NA,NA,NA,
8449979,Ed Giacomin,19761977,1789:45,NA,3,8,3,18,726,0,0,0,NA,NA,NA,0.871549,3.5871,33,30,833,107,NA,NA,NA,
8449979,Ed Giacomin,19771978,515:24,NA,0,3,1,5,225,0,0,0,NA,NA,NA,0.892857,3.1432,9,9,252,27,NA,NA,NA,
8449981,Andre Gill,19671968,270:21,NA,1,3,0,1,121,0,0,0,NA,NA,NA,0.902985,2.8851,5,5,134,13,NA,NA,NA,
8449982,Paul Goodman,19391940,1920:00,NA,4,16,5,10,NA,NA,NA,NA,NA,NA,NA,NA,1.9375,31,31,NA,62,NA,NA,NA,
8449982,Paul Goodman,19401941,1320:00,NA,2,7,4,10,NA,NA,NA,NA,NA,NA,NA,NA,2.5,21,21,NA,55,NA,NA,NA,
8449983,Benny Grant,19281929,186:00,NA,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,1.6129,5,2,NA,5,NA,NA,NA,
8449983,Benny Grant,19291930,150:00,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,5.6,3,2,NA,14,NA,NA,NA,
8449983,Benny Grant,19291930,420:00,NA,0,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,3.5714,7,7,NA,25,NA,NA,NA,
8449983,Benny Grant,19301931,430:00,NA,2,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,2.6512,7,7,NA,19,NA,NA,NA,
8449983,Benny Grant,19311932,319:00,NA,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3.3856,5,5,NA,18,NA,NA,NA,
8449983,Benny Grant,19331934,320:00,NA,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3.375,5,5,NA,18,NA,NA,NA,
8449983,Benny Grant,19431944,1200:00,NA,0,9,2,9,NA,NA,NA,NA,NA,NA,NA,NA,4.15,20,20,NA,83,NA,NA,NA,
8449983,Benny Grant,19431944,60:00,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,10.0,1,1,NA,10,NA,NA,NA,
8449984,Gilles Gratton,19751976,265:19,NA,0,2,2,0,128,0,0,0,NA,NA,NA,0.920863,2.4876,6,6,139,11,NA,NA,NA,
8449984,Gilles Gratton,19761977,2029:46,NA,0,11,7,18,869,0,0,0,NA,NA,NA,0.858696,4.2271,41,33,1012,143,NA,NA,NA,
8449985,Gerry Gray,19701971,380:00,NA,0,1,1,4,199,0,0,0,NA,NA,NA,0.868996,4.7368,7,6,229,30,NA,NA,NA,
8449985,Gerry Gray,19721973,60:00,NA,0,0,0,1,29,0,0,0,NA,NA,NA,0.852941,5.0,1,1,34,5,NA,NA,NA,
8449986,Harrison Gray,19631964,40:00,NA,0,0,0,1,26,0,0,0,NA,NA,NA,0.83871,7.5,1,0,31,5,NA,NA,NA,
8449987,George Hainsworth,19261927,2739:00,NA,14,28,2,14,NA,NA,NA,NA,NA,NA,NA,NA,1.4677,44,44,NA,67,NA,NA,NA,
8449987,George Hainsworth,19271928,2730:00,NA,13,26,7,11,NA,NA,NA,NA,NA,NA,NA,NA,1.0549,44,44,NA,48,NA,NA,NA,
8449987,George Hainsworth,19281929,2800:00,NA,22,22,15,7,NA,NA,NA,NA,NA,NA,NA,NA,0.9214,44,44,NA,43,NA,NA,NA,
8449987,George Hainsworth,19291930,2680:00,NA,4,20,9,13,NA,NA,NA,NA,NA,NA,NA,NA,2.4179,42,42,NA,108,NA,NA,NA,
8449987,George Hainsworth,19301931,2740:00,NA,8,26,8,10,NA,NA,NA,NA,NA,NA,NA,NA,1.9489,44,44,NA,89,NA,NA,NA,
8449987,George Hainsworth,19311932,3008:00,NA,6,25,7,15,NA,NA,NA,NA,NA,NA,NA,NA,2.1941,48,48,NA,110,NA,NA,NA,
8449987,George Hainsworth,19321933,2980:00,NA,8,18,5,25,NA,NA,NA,NA,NA,NA,NA,NA,2.3154,48,48,NA,115,NA,NA,NA,
8449987,George Hainsworth,19331934,3010:00,NA,3,26,9,13,NA,NA,NA,NA,NA,NA,NA,NA,2.3721,48,48,NA,119,NA,NA,NA,
8449987,George Hainsworth,19341935,2957:00,NA,8,30,4,14,NA,NA,NA,NA,NA,NA,NA,NA,2.2523,48,48,NA,111,NA,NA,NA,
8449987,George Hainsworth,19351936,3000:00,NA,8,23,6,19,NA,NA,NA,NA,NA,NA,NA,NA,2.12,48,48,NA,106,NA,NA,NA,
8449987,George Hainsworth,19361937,190:00,NA,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2.8421,3,3,NA,9,NA,NA,NA,
8449987,George Hainsworth,19361937,270:00,NA,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2.6667,4,4,NA,12,NA,NA,NA,
8449988,Glenn Hall,19521953,360:00,NA,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1.6667,6,6,NA,10,NA,NA,NA,
8449988,Glenn Hall,19541955,120:00,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,2,2,NA,2,NA,NA,NA,
8449988,Glenn Hall,19551956,4198:00,NA,12,30,16,24,1805,0,0,0,NA,NA,NA,0.924693,2.101,70,70,1952,147,NA,NA,NA,
8449988,Glenn Hall,19561957,4198:00,NA,4,38,12,20,1998,0,0,0,NA,NA,NA,0.928007,2.2153,70,70,2153,155,NA,NA,NA,
8449988,Glenn Hall,19571958,4196:00,NA,7,24,7,39,1920,0,0,0,NA,NA,NA,0.90566,2.8599,70,70,2120,200,NA,NA,NA,
8449988,Glenn Hall,19581959,4198:30,NA,1,28,13,29,1805,0,0,0,NA,NA,NA,0.896672,2.9725,70,70,2013,208,NA,NA,NA,
8449988,Glenn Hall,19591960,4196:20,NA,6,28,13,29,2001,0,0,0,NA,NA,NA,0.91789,2.5594,70,70,2180,179,NA,NA,NA,
8449988,Glenn Hall,19601961,4194:00,NA,6,29,17,24,2026,0,0,0,NA,NA,NA,0.919655,2.5322,70,70,2203,177,NA,NA,NA,
8449988,Glenn Hall,19611962,4200:00,NA,9,31,13,26,1947,0,0,0,NA,NA,NA,0.913656,2.6286,70,70,2131,184,NA,NA,NA,
8449988,Glenn Hall,19621963,3907:50,NA,5,30,15,20,1807,0,0,0,NA,NA,NA,0.918191,2.472,66,66,1968,161,NA,NA,NA,
8449988,Glenn Hall,19631964,3858:42,NA,7,34,11,19,1962,0,0,0,NA,NA,NA,0.929858,2.3013,65,65,2110,148,NA,NA,NA,
8449988,Glenn Hall,19641965,2439:06,NA,4,19,5,16,1188,0,0,0,NA,NA,NA,0.923077,2.4353,41,41,1287,99,NA,NA,NA,
8449988,Glenn Hall,19651966,3744:37,NA,4,34,8,22,1797,0,0,0,NA,NA,NA,0.916369,2.6278,64,63,1961,164,NA,NA,NA,
8449988,Glenn Hall,19661967,1664:32,NA,2,19,5,5,777,0,0,0,NA,NA,NA,0.921708,2.379,32,28,843,66,NA,NA,NA,
8449988,Glenn Hall,19671968,2851:50,NA,5,18,9,21,1222,0,0,0,NA,NA,NA,0.91194,2.4826,49,48,1340,118,NA,NA,NA,
8449988,Glenn Hall,19681969,2350:38,NA,8,19,8,12,1102,0,0,0,NA,NA,NA,0.928331,2.1696,41,40,1187,85,NA,NA,NA,
8449988,Glenn Hall,19691970,1009:09,NA,1,7,3,8,458,0,0,0,NA,NA,NA,0.903353,2.9133,18,18,507,49,NA,NA,NA,
8449988,Glenn Hall,19701971,1759:44,NA,2,13,8,11,796,0,0,0,NA,NA,NA,0.918108,2.4208,32,32,867,71,NA,NA,NA,
8449989,Don Head,19611962,2280:00,NA,2,9,3,26,1149,0,0,0,NA,NA,NA,0.879112,4.1579,38,38,1307,158,NA,NA,NA,
8449990,Sammy Hebert,19171918,80:00,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7.5,2,2,NA,10,NA,NA,NA,
8449990,Sammy Hebert,19231924,120:00,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2,2,NA,9,NA,NA,NA,
8449991,John Henderson,19541955,2658:17,NA,5,15,16,13,NA,NA,NA,NA,NA,NA,NA,NA,2.5505,45,44,NA,113,NA,NA,NA,
8449991,John Henderson,19551956,60:00,NA,0,0,0,1,24,0,0,0,NA,NA,NA,0.857143,4.0,1,1,28,4,NA,NA,NA,
8449992,Gord Henry,19481949,60:00,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1,1,NA,0,NA,NA,NA,
8449992,Gord Henry,19491950,120:00,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2,2,NA,5,NA,NA,NA,
8449993,Jim Henry,19411942,2960:00,NA,1,29,2,17,NA,NA,NA,NA,NA,NA,NA,NA,2.8986,48,48,NA,143,NA,NA,NA,
8449993,Jim Henry,19451946,563:00,NA,1,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,4.1563,10,10,NA,39,NA,NA,NA,
8449993,Jim Henry,19461947,120:00,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2,2,NA,9,NA,NA,NA,
8449993,Jim Henry,19471948,2879:00,NA,2,17,13,18,NA,NA,NA,NA,NA,NA,NA,NA,3.1678,48,48,NA,152,NA,NA,NA,
